OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government US Virgin Islands,USVIST-03Q4STC14B-1-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,0.15,AMBSTC,,USVIST-STC-14B,,,,STORET-100066279263.0000000000,,,Dissolved oxygen (DO),6.64,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC14B-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,3.3,AMBSTC,,USVIST-STC-14B,,,,STORET-100066278132.0000000000,,,Dissolved oxygen (DO),7.13,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC14B-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-14B,,,,STORET-100066278135.0000000000,,,Dissolved oxygen (DO),7.35,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC14B-1-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,0.83,AMBSTC,,USVIST-STC-14B,,,,STORET-100066286487.0000000000,,,Dissolved oxygen (DO),8.01,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC14B-2-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,0.83,AMBSTC,,USVIST-STC-14B,,,,STORET-100066286491.0000000000,,,Dissolved oxygen (DO),7.92,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC14B-1-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,1.7,AMBSTC,,USVIST-STC-14B,,,,STORET-100066279627.0000000000,,,Dissolved oxygen (DO),5.9,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC14B-2-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,,AMBSTC,,USVIST-STC-14B,,,,STORET-100066279629.0000000000,,,Dissolved oxygen (DO),6.1,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC44-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.5,AMBSTC,,USVIST-STC-44,,,,STORET-100066286828.0000000000,,,Dissolved oxygen (DO),6.54,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC44-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.5,AMBSTC,,USVIST-STC-44,,,,STORET-100066286834.0000000000,,,Dissolved oxygen (DO),6.52,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC44-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,2.1,AMBSTC,,USVIST-STC-44,,,,STORET-100066279322.0000000000,,,Dissolved oxygen (DO),6.45,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC44-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-44,,,,STORET-100066279324.0000000000,,,Dissolved oxygen (DO),6.51,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC44-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-44,,,,STORET-100066278664.0000000000,,,Dissolved oxygen (DO),4.89,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC44-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,1.95,AMBSTC,,USVIST-STC-44,,,,STORET-100066280106.0000000000,,,Dissolved oxygen (DO),4.83,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC44-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-44,,,,STORET-100066280108.0000000000,,,Dissolved oxygen (DO),5.02,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC44-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,2.1,AMBSTC,,USVIST-STC-44,,,,STORET-100066278662.0000000000,,,Dissolved oxygen (DO),4.52,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC33-2-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.7,AMBSTC,,USVIST-STC-33,,,,STORET-100066287010.0000000000,,,Dissolved oxygen (DO),4.96,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC33-1-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.7,AMBSTC,,USVIST-STC-33,,,,STORET-100066287005.0000000000,,,Dissolved oxygen (DO),4.81,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC33-1-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,1.9,AMBSTC,,USVIST-STC-33,,,,STORET-100066278653.0000000000,,,Dissolved oxygen (DO),4.99,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC33-2-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,,AMBSTC,,USVIST-STC-33,,,,STORET-100066278654.0000000000,,,Dissolved oxygen (DO),4.89,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC33-1-FY2003-Q2-0,Field Msr/Obs,Water,3/28/03,,1.8,AMBSTC,,USVIST-STC-33,,,,STORET-100066279019.0000000000,,,Dissolved oxygen (DO),4.01,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC33-2-FY2003-Q2-0,Field Msr/Obs,Water,3/28/03,,,AMBSTC,,USVIST-STC-33,,,,STORET-100066279021.0000000000,,,Dissolved oxygen (DO),3.53,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC33-1-FY2003-Q4-0,Field Msr/Obs,Water,7/29/03,,0.08,AMBSTC,,USVIST-STC-33,,,,STORET-100066279580.0000000000,,,Dissolved oxygen (DO),4.58,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC33-2-FY2003-Q4-0,Field Msr/Obs,Water,7/29/03,,,AMBSTC,,USVIST-STC-33,,,,STORET-100066279582.0000000000,,,Dissolved oxygen (DO),4.75,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC1-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,2.2,AMBSTC,,USVIST-STC-1,,,,STORET-100066287152.0000000000,,,Dissolved oxygen (DO),6.51,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC1-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-1,,,,STORET-100066278999.0000000000,,,Dissolved oxygen (DO),7.29,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC1-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,2.2,AMBSTC,,USVIST-STC-1,,,,STORET-100066287161.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC1-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,2.5,AMBSTC,,USVIST-STC-1,,,,STORET-100066278997.0000000000,,,Dissolved oxygen (DO),7.08,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC1-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,1.6,AMBSTC,,USVIST-STC-1,,,,STORET-100066279154.0000000000,,,Dissolved oxygen (DO),5.79,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC1-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-1,,,,STORET-100066279157.0000000000,,,Dissolved oxygen (DO),6.15,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC1-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,2.8,AMBSTC,,USVIST-STC-1,,,,STORET-100066278089.0000000000,,,Dissolved oxygen (DO),6.76,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC1-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-1,,,,STORET-100066278092.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC45-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-45,,,,STORET-100066278673.0000000000,,,Dissolved oxygen (DO),4.26,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC45-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-45,,,,STORET-100066280376.0000000000,,,Dissolved oxygen (DO),4.8,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC45-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,3.4,AMBSTC,,USVIST-STC-45,,,,STORET-100066278671.0000000000,,,Dissolved oxygen (DO),4.27,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC45-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,4,AMBSTC,,USVIST-STC-45,,,,STORET-100066286843.0000000000,,,Dissolved oxygen (DO),6.3,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC45-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,4,AMBSTC,,USVIST-STC-45,,,,STORET-100066286849.0000000000,,,Dissolved oxygen (DO),6.19,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC45-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,1.6,AMBSTC,,USVIST-STC-45,,,,STORET-100066278561.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC45-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-45,,,,STORET-100066278563.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC45-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,2.8,AMBSTC,,USVIST-STC-45,,,,STORET-100066280345.0000000000,,,Dissolved oxygen (DO),5.02,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC17-1-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,0.17,AMBSTC,,USVIST-STC-17,,,,STORET-100066279296.0000000000,,,Dissolved oxygen (DO),5.07,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC17-2-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,10.6,AMBSTC,,USVIST-STC-17,,,,STORET-100066286579.0000000000,,,Dissolved oxygen (DO),6.14,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC17-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,8.3,AMBSTC,,USVIST-STC-17,,,,STORET-100066278427.0000000000,,,Dissolved oxygen (DO),5.11,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC17-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-17,,,,STORET-100066278363.0000000000,,,Dissolved oxygen (DO),5.51,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC17-1-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,5.5,AMBSTC,,USVIST-STC-17,,,,STORET-100066278440.0000000000,,,Dissolved oxygen (DO),4.53,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC17-2-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,,AMBSTC,,USVIST-STC-17,,,,STORET-100066278442.0000000000,,,Dissolved oxygen (DO),4.34,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC17-2-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,,AMBSTC,,USVIST-STC-17,,,,STORET-100066279159.0000000000,,,Dissolved oxygen (DO),5.95,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC17-1-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,10.6,AMBSTC,,USVIST-STC-17,,,,STORET-100066286573.0000000000,,,Dissolved oxygen (DO),6.2,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC29-2-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,,AMBSTC,,USVIST-STC-29,,,,STORET-100066278754.0000000000,,,Dissolved oxygen (DO),5.5,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC29-2-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,,AMBSTC,,USVIST-STC-29,,,,STORET-100066279829.0000000000,,,Dissolved oxygen (DO),6.04,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC29-2-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.1,AMBSTC,,USVIST-STC-29,,,,STORET-100066286698.0000000000,,,Dissolved oxygen (DO),6.28,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC29-1-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,0.13,AMBSTC,,USVIST-STC-29,,,,STORET-100066279825.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC29-1-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,2.4,AMBSTC,,USVIST-STC-29,,,,STORET-100066278752.0000000000,,,Dissolved oxygen (DO),5.72,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC29-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-29,,,,STORET-100066279222.0000000000,,,Dissolved oxygen (DO),6.14,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC29-1-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.1,AMBSTC,,USVIST-STC-29,,,,STORET-100066287083.0000000000,,,Dissolved oxygen (DO),6.42,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC29-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,2.4,AMBSTC,,USVIST-STC-29,,,,STORET-100066279220.0000000000,,,Dissolved oxygen (DO),6.44,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC46-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-46,,,,STORET-100066280457.0000000000,,,Dissolved oxygen (DO),4.34,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC46-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,0.818,AMBSTC,,USVIST-STC-46,,,,STORET-100066286796.0000000000,,,Dissolved oxygen (DO),6.24,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC46-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,1.3,AMBSTC,,USVIST-STC-46,,,,STORET-100066279039.0000000000,,,Dissolved oxygen (DO),4.26,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC46-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,1.9,AMBSTC,,USVIST-STC-46,,,,STORET-100066280383.0000000000,,,Dissolved oxygen (DO),4.24,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC46-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,1.8,AMBSTC,,USVIST-STC-46,,,,STORET-100066278944.0000000000,,,Dissolved oxygen (DO),7.99,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC46-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-46,,,,STORET-100066278946.0000000000,,,Dissolved oxygen (DO),7.99,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC46-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-46,,,,STORET-100066279041.0000000000,,,Dissolved oxygen (DO),4.26,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC46-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,0.818,AMBSTC,,USVIST-STC-46,,,,STORET-100066286802.0000000000,,,Dissolved oxygen (DO),6.22,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC9-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.5,AMBSTC,,USVIST-STC-9,,,,STORET-100066286540.0000000000,,,Dissolved oxygen (DO),7.25,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC9-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-9,,,,STORET-100066278990.0000000000,,,Dissolved oxygen (DO),5.57,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC9-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,1.5,AMBSTC,,USVIST-STC-9,,,,STORET-100066279122.0000000000,,,Dissolved oxygen (DO),5.53,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC9-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.5,AMBSTC,,USVIST-STC-9,,,,STORET-100066286534.0000000000,,,Dissolved oxygen (DO),7.02,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC9-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,3.4,AMBSTC,,USVIST-STC-9,,,,STORET-100066279377.0000000000,,,Dissolved oxygen (DO),7.54,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC9-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-9,,,,STORET-100066279380.0000000000,,,Dissolved oxygen (DO),7.9,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC9-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,1.2,AMBSTC,,USVIST-STC-9,,,,STORET-100066279562.0000000000,,,Dissolved oxygen (DO),7.92,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC9-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-9,,,,STORET-100066279564.0000000000,,,Dissolved oxygen (DO),8.02,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC34-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,3.3,AMBSTC,,USVIST-STC-34,,,,STORET-100066279052.0000000000,,,Dissolved oxygen (DO),5.78,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC34-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-34,,,,STORET-100066279054.0000000000,,,Dissolved oxygen (DO),5.55,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC34-2-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.7,AMBSTC,,USVIST-STC-34,,,,STORET-100066286996.0000000000,,,Dissolved oxygen (DO),6.86,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC34-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,1.8,AMBSTC,,USVIST-STC-34,,,,STORET-100066279515.0000000000,,,Dissolved oxygen (DO),5.67,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC34-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-34,,,,STORET-100066279517.0000000000,,,Dissolved oxygen (DO),5.67,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC34-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,0.11,AMBSTC,,USVIST-STC-34,,,,STORET-100066279944.0000000000,,,Dissolved oxygen (DO),7.64,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC34-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-34,,,,STORET-100066279946.0000000000,,,Dissolved oxygen (DO),7.61,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC34-1-FY2004-Q1-0,Field Msr/Obs,Water,12/18/03,,2.7,AMBSTC,,USVIST-STC-34,,,,STORET-100066286990.0000000000,,,Dissolved oxygen (DO),6.95,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC41-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,4.3,AMBSTC,,USVIST-STC-41,,,,STORET-100066279912.0000000000,,,Dissolved oxygen (DO),4.29,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC41-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,2.8,AMBSTC,,USVIST-STC-41,,,,STORET-100066278839.0000000000,,,Dissolved oxygen (DO),7.61,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC41-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-41,,,,STORET-100066278841.0000000000,,,Dissolved oxygen (DO),5.67,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC41-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-41,,,,STORET-100066278972.0000000000,,,Dissolved oxygen (DO),4.85,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC41-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,3.5,AMBSTC,,USVIST-STC-41,,,,STORET-100066279142.0000000000,,,Dissolved oxygen (DO),4.77,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC41-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.9,AMBSTC,,USVIST-STC-41,,,,STORET-100066287105.0000000000,,,Dissolved oxygen (DO),6.24,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC41-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-41,,,,STORET-100066279914.0000000000,,,Dissolved oxygen (DO),4.58,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC41-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,1.9,AMBSTC,,USVIST-STC-41,,,,STORET-100066287100.0000000000,,,Dissolved oxygen (DO),6.29,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC6-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,4.5,AMBSTC,,USVIST-STC-6,,,,STORET-100066279231.0000000000,,,Dissolved oxygen (DO),5.14,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC6-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,2,AMBSTC,,USVIST-STC-6,,,,STORET-100066279081.0000000000,,,Dissolved oxygen (DO),6.4,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC6-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-6,,,,STORET-100066279124.0000000000,,,Dissolved oxygen (DO),6.62,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC6-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,2,AMBSTC,,USVIST-STC-6,,,,STORET-100066286975.0000000000,,,Dissolved oxygen (DO),6.41,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC6-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,2,AMBSTC,,USVIST-STC-6,,,,STORET-100066286981.0000000000,,,Dissolved oxygen (DO),6.52,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC6-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,2.8,AMBSTC,,USVIST-STC-6,,,,STORET-100066280516.0000000000,,,Dissolved oxygen (DO),7.42,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC6-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-6,,,,STORET-100066279233.0000000000,,,Dissolved oxygen (DO),5.2,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC6-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-6,,,,STORET-100066280960.0000000000,,,Dissolved oxygen (DO),7.49,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC38-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,5.3,AMBSTC,,USVIST-STC-38,,,,STORET-100066278806.0000000000,,,Dissolved oxygen (DO),5.92,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC38-2-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,8.4,AMBSTC,,USVIST-STC-38,,,,STORET-100066286894.0000000000,,,Dissolved oxygen (DO),6.43,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC38-2-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,,AMBSTC,,USVIST-STC-38,,,,STORET-100066278729.0000000000,,,Dissolved oxygen (DO),4.95,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC38-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-38,,,,STORET-100066278808.0000000000,,,Dissolved oxygen (DO),6.15,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC38-1-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,9.1,AMBSTC,,USVIST-STC-38,,,,STORET-100066280011.0000000000,,,Dissolved oxygen (DO),6.9,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC3-2-FY2003-Q4-0,Field Msr/Obs,Water,7/28/03,,,AMBSTC,,USVIST-STC-38,,,,STORET-100066280013.0000000000,,,Dissolved oxygen (DO),6.76,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC38-1-FY2004-Q1-0,Field Msr/Obs,Water,12/17/03,,8.4,AMBSTC,,USVIST-STC-38,,,,STORET-100066286888.0000000000,,,Dissolved oxygen (DO),6.43,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC38-1-FY2003-Q3-0,Field Msr/Obs,Water,6/13/03,,13.2,AMBSTC,,USVIST-STC-38,,,,STORET-100066278727.0000000000,,,Dissolved oxygen (DO),5.75,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q3STC21-2-FY2003-Q3-0,Field Msr/Obs,Water,6/17/03,,,AMBSTC,,USVIST-STC-21,,,,STORET-100066278487.0000000000,,,Dissolved oxygen (DO),6.91,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC21-2-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,,AMBSTC,,USVIST-STC-21,,,,STORET-100066279499.0000000000,,,Dissolved oxygen (DO),6.7,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC21-2-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,5.1,AMBSTC,,USVIST-STC-21,,,,STORET-100066286644.0000000000,,,Dissolved oxygen (DO),7.16,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q4STC21-1-FY2003-Q4-0,Field Msr/Obs,Water,7/30/03,,0.19,AMBSTC,,USVIST-STC-21,,,,STORET-100066279497.0000000000,,,Dissolved oxygen (DO),6.36,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC21-2-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,,AMBSTC,,USVIST-STC-21,,,,STORET-100066278591.0000000000,,,Dissolved oxygen (DO),7.15,ml/l,,,STORET
Government US Virgin Islands,USVIST-04Q1STC21-1-FY2004-Q1-0,Field Msr/Obs,Water,12/19/03,,5.1,AMBSTC,,USVIST-STC-21,,,,STORET-100066286638.0000000000,,,Dissolved oxygen (DO),7.45,ml/l,,,STORET
Government US Virgin Islands,USVIST-03Q2STC21-1-FY2003-Q2-0,Field Msr/Obs,Water,3/25/03,,4.2,AMBSTC,,USVIST-STC-21,,,,STORET-100066278588.0000000000,,,Dissolved oxygen (DO),7.01,ml/l,,,STORET
