OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20190219_SR_KB_1,Sample-Routine,Water,2/19/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-786712023,,,Nitrogen,0.39,mg/l,,22:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-799377862,,,Nitrogen,0.27,mg/l,,29:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-817393346,,,Nitrogen,0.34,mg/l,,45:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20190822_QC_KB_4,Quality Control Sample-Field Blank,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-799377636,,,Nitrogen,<0.188,mg/l,,29:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-817393116,,,Nitrogen,0.41,mg/l,,45:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-796019543,,,Nitrogen,0.23,mg/l,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20190219_SR_KB_1,Sample-Routine,Water,2/19/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-786712184,,,Nitrogen,0.38,mg/l,,22:31.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-796019720,,,Nitrogen,0.32,mg/l,,25:44.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-796019477,,,Nitrogen,0.4,mg/l,,25:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20190219_QC_KB_4,Quality Control Sample-Field Blank,Water,2/19/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-786712220,,,Nitrogen,<0.188,mg/l,,22:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-817393395,,,Nitrogen,<0.188,mg/l,,45:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-796019914,,,Nitrogen,0.41,mg/l,,25:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-799377469,,,Nitrogen,0.6,mg/l,,29:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-799377616,,,Nitrogen,0.33,mg/l,,29:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20191112_SR_KB_1,Sample-Routine,Water,11/12/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-817393782,,,Nitrogen,0.37,mg/l,,45:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-796019672,,,Nitrogen,0.38,mg/l,,25:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-796019785,,,Nitrogen,0.3,mg/l,,25:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-817393524,,,Nitrogen,0.35,mg/l,,45:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-817393132,,,Nitrogen,0.64,mg/l,,45:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20190813_SR_KB_1,Sample-Routine,Water,8/13/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-799377307,,,Nitrogen,0.54,mg/l,,29:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20190225_SR_KB_1,Sample-Routine,Water,2/25/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-786711514,,,Nitrogen,0.49,mg/l,,22:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-799377387,,,Nitrogen,0.41,mg/l,,29:31.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-796019559,,,Nitrogen,0.31,mg/l,,25:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-799377700,,,Nitrogen,0.27,mg/l,,29:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-796019364,,,Nitrogen,0.63,mg/l,,25:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-796019623,,,Nitrogen,0.39,mg/l,,25:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-796020080,,,Nitrogen,0.39,mg/l,,25:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20190225_SR_KB_1,Sample-Routine,Water,2/25/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-786711416,,,Nitrogen,0.42,mg/l,,22:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-817393959,,,Nitrogen,0.59,mg/l,,45:45.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-817393491,,,Nitrogen,0.38,mg/l,,45:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-817393927,,,Nitrogen,0.27,mg/l,,45:44.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20191112_SR_KB_1,Sample-Routine,Water,11/12/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-817393894,,,Nitrogen,0.53,mg/l,,45:44.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-799377652,,,Nitrogen,0.21,mg/l,,29:44.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20190813_SR_KB_1,Sample-Routine,Water,8/13/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-799378138,,,Nitrogen,0.4,mg/l,,30:01.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20190515_QC_KB_1,Quality Control Sample-Field Replicate,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-796019460,,,Nitrogen,0.32,mg/l,,25:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20190220_SR_KB_1,Sample-Routine,Water,2/20/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-786711860,,,Nitrogen,0.4,mg/l,,22:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-796019768,,,Nitrogen,0.34,mg/l,,25:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-799377517,,,Nitrogen,0.33,mg/l,,29:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-799378239,,,Nitrogen,0.49,mg/l,,30:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-799378207,,,Nitrogen,0.38,mg/l,,30:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20191030_QC_KB_1,Quality Control Sample-Field Replicate,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-817393329,,,Nitrogen,0.28,mg/l,,45:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20190813_SR_KB_1,Sample-Routine,Water,8/13/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-799378072,,,Nitrogen,0.52,mg/l,,29:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20190221_SR_KB_1,Sample-Routine,Water,2/21/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-786711616,,,Nitrogen,0.24,mg/l,,22:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-817393249,,,Nitrogen,0.52,mg/l,,45:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-799377371,,,Nitrogen,0.34,mg/l,,29:30.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20190220_SR_KB_1,Sample-Routine,Water,2/20/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-786711776,,,Nitrogen,0.43,mg/l,,22:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20190225_SR_KB_1,Sample-Routine,Water,2/25/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-786711400,,,Nitrogen,0.53,mg/l,,22:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-799377419,,,Nitrogen,0.71,mg/l,,29:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20190515_SR_KB_1,Sample-Routine,Water,5/15/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-796019704,,,Nitrogen,0.33,mg/l,,25:44.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20191112_SR_KB_1,Sample-Routine,Water,11/12/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-817393846,,,Nitrogen,0.42,mg/l,,45:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-799377716,,,Nitrogen,<0.188,mg/l,,29:47.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-799378190,,,Nitrogen,0.28,mg/l,,30:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-817393411,,,Nitrogen,<0.188,mg/l,,45:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-796019428,,,Nitrogen,0.4,mg/l,,25:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-799377782,,,Nitrogen,0.36,mg/l,,29:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-817393443,,,Nitrogen,0.3,mg/l,,45:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-799377453,,,Nitrogen,0.49,mg/l,,29:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-796019979,,,Nitrogen,0.43,mg/l,,25:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20190225_SR_KB_1,Sample-Routine,Water,2/25/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-786711599,,,Nitrogen,0.28,mg/l,,22:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-799377878,,,Nitrogen,0.48,mg/l,,29:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20190225_SR_KB_1,Sample-Routine,Water,2/25/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-786711632,,,Nitrogen,0.33,mg/l,,22:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20190822_SR_KB_1,Sample-Routine,Water,8/22/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-799377846,,,Nitrogen,0.28,mg/l,,29:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-817393362,,,Nitrogen,0.68,mg/l,,45:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20190514_QC_KB_4,Quality Control Sample-Field Blank,Water,5/14/19,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-796020063,,,Nitrogen,<0.188,mg/l,,25:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20190821_SR_KB_1,Sample-Routine,Water,8/21/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-799377403,,,Nitrogen,0.6,mg/l,,29:31.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20191030_QC_KB_1,Quality Control Sample-Field Replicate,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-817393265,,,Nitrogen,0.51,mg/l,,45:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20191029_QC_KB_4,Quality Control Sample-Field Blank,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-817393232,,,Nitrogen,<0.188,mg/l,,45:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20191030_SR_KB_1,Sample-Routine,Water,10/30/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-817393652,,,Nitrogen,0.28,mg/l,,45:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20191029_SR_KB_1,Sample-Routine,Water,10/29/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-817393212,,,Nitrogen,0.41,mg/l,,45:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20190514_SR_KB_1,Sample-Routine,Water,5/14/19,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-796019866,,,Nitrogen,0.38,mg/l,,25:49.0,STORET
