OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20030325_03Q2STC44-13231,Field Msr/Obs,Water,3/25/03,Surface,2.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,STORET-277841231,,,pH,7.91,None,,20:17.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030617_03Q3STC25-13294,Field Msr/Obs,Water,6/17/03,Surface,3.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277841420,,,pH,7.76,None,,20:27.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20030613_03Q3STC44-13363,Field Msr/Obs,Water,6/13/03,Surface,2.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,STORET-277841627,,,pH,7.73,None,,20:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-21_20031219_04Q1STC21-2_5892,Field Msr/Obs,Water,12/19/03,Bottom,5.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.687233,-64.764933,STORET-278567058,,,pH,8.17,None,,18:35.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20030730_03Q4STC27-13456,Field Msr/Obs,Water,7/30/03,Surface,0.14,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,STORET-277841942,,,pH,8.25,None,,20:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20030325_03Q2STC47-1,Field Msr/Obs,Water,3/25/03,Surface,2.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,STORET-277808150,,,pH,8.08,None,,12:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14B_20030325_03Q2STC14B-1,Field Msr/Obs,Water,3/25/03,Surface,3.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.702633,-64.700667,STORET-277807839,,,pH,7.2,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20030730_03Q4STC13B-1,Field Msr/Obs,Water,7/30/03,Surface,0.19,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-277808758,,,pH,8.23,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20030613_03Q3STC9-1,Field Msr/Obs,Water,6/13/03,Surface,1.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,STORET-277808697,,,pH,5.53,None,,13:00.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20030325_03Q2STC9-13225,Field Msr/Obs,Water,3/25/03,Surface,3.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,STORET-277841215,,,pH,7.56,None,,20:16.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20031218_04Q1STC26-2,Field Msr/Obs,Water,12/18/03,Bottom,2.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,STORET-277784386,,,pH,8,None,,19:04.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20030730_03Q4STC26-1,Field Msr/Obs,Water,7/30/03,Surface,0.18,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,STORET-277808920,,,pH,8.2,None,,13:21.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-2_20030728_03Q4STC2-13432,Field Msr/Obs,Water,7/28/03,Surface,2.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.755367,-64.692448,STORET-277841856,,,pH,8.26,None,,20:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-6_20031217_04Q1STC6-2_5817,Field Msr/Obs,Water,12/17/03,Bottom,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.786645,-64.627925,STORET-278565875,,,pH,8.19,None,,18:13.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20030728_03Q4STC44-13519,Field Msr/Obs,Water,7/28/03,Surface,1.95,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,STORET-277842131,,,pH,8.24,None,,21:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-6_20030325_03Q2STC6-13216,Field Msr/Obs,Water,3/25/03,Surface,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.786645,-64.627925,STORET-277841186,,,pH,7.52,None,,20:14.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-48_20030728_03Q4STC48-13531,Field Msr/Obs,Water,7/28/03,Surface,1.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.759467,-64.723917,STORET-277842167,,,pH,8.34,None,,21:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20030325_03Q2STC16-1,Field Msr/Obs,Water,3/25/03,Surface,14.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,STORET-277807857,,,pH,7.14,None,,11:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-2_20030728_03Q4STC2-1,Field Msr/Obs,Water,7/28/03,Surface,2.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.755367,-64.692448,STORET-277808845,,,pH,8.26,None,,13:14.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-7_20031217_04Q1STC7-2,Field Msr/Obs,Water,12/17/03,Bottom,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.789817,-64.613667,STORET-277784222,,,pH,8.24,None,,18:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-41_20031217_04Q1STC41-2,Field Msr/Obs,Water,12/17/03,Bottom,1.9,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.746633,-64.698598,STORET-277783879,,,pH,8.18,None,,18:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20031217_04Q1STC10-2,Field Msr/Obs,Water,12/17/03,Bottom,1.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,STORET-277784204,,,pH,8.23,None,,18:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030730_03Q4STC25-1,Field Msr/Obs,Water,7/30/03,Surface,0.18,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277808909,,,pH,8.2,None,,13:20.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20031219_04Q1STC15-2,Field Msr/Obs,Water,12/19/03,Bottom,4.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,STORET-277784484,,,pH,8.19,None,,19:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-41_20030613_03Q3STC41-13354,Field Msr/Obs,Water,6/13/03,Surface,3.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.746633,-64.698598,STORET-277841600,,,pH,7.69,None,,20:36.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20031219_04Q1STC15-2_5869,Field Msr/Obs,Water,12/19/03,Bottom,4.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,STORET-278566723,,,pH,8.19,None,,18:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20030730_03Q4STC23-13444,Field Msr/Obs,Water,7/30/03,Surface,0.13,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,STORET-277841898,,,pH,8.15,None,,20:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-22A_20031219_04Q1STC22A-2_5896,Field Msr/Obs,Water,12/19/03,Bottom,8.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67865,-64.7728,STORET-278567114,,,pH,8.17,None,,18:36.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-30_20030729_03Q4STC30-1,Field Msr/Obs,Water,7/29/03,Surface,0.09,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-277808967,,,pH,8.17,None,,13:24.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-34_20031218_04Q1STC34-2_5820,Field Msr/Obs,Water,12/18/03,Bottom,2.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.7677,-64.734283,STORET-278565911,,,pH,8.16,None,,18:14.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20031217_04Q1STC47-1,Field Msr/Obs,Water,12/17/03,Surface,1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,STORET-277783936,,,pH,8.24,None,,18:45.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-40_20031217_04Q1STC40-1,Field Msr/Obs,Water,12/17/03,Surface,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.748217,-64.698483,STORET-277783859,,,pH,8.07,None,,18:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20030730_03Q4STC26-13453,Field Msr/Obs,Water,7/30/03,Surface,0.18,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,STORET-277841931,,,pH,8.2,None,,20:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33_20030729_03Q4STC33-1,Field Msr/Obs,Water,7/29/03,Surface,0.08,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33,Salt River Marina,17.775167,-64.761833,STORET-277808994,,,pH,8.04,None,,13:26.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20031219_04Q1STC19-2,Field Msr/Obs,Water,12/19/03,Bottom,7.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,STORET-277784548,,,pH,8.13,None,,19:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20030613_03Q3STC46-1,Field Msr/Obs,Water,6/13/03,Surface,1.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,STORET-277808634,,,pH,7.65,None,,12:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20030325_03Q2STC24-13138,Field Msr/Obs,Water,3/25/03,Surface,3.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,STORET-277840949,,,pH,6.97,None,,20:00.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33A_20030328_03Q2STC33A-1,Field Msr/Obs,Water,3/28/03,Surface,4.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.779917,-64.7586,STORET-277808046,,,pH,7.02,None,,11:53.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-38_20031217_04Q1STC38-1_5770,Field Msr/Obs,Water,12/17/03,Surface,8.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.757367,-64.69515,STORET-278565122,,,pH,8.2,None,,17:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-45_20031217_04Q1STC45-1_5761,Field Msr/Obs,Water,12/17/03,Surface,4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.750033,-64.705467,STORET-278565003,,,pH,8.17,None,,17:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20031217_04Q1STC47-2_5755,Field Msr/Obs,Water,12/17/03,Bottom,1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,STORET-278564890,,,pH,8.25,None,,17:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-43_20031217_04Q1STC43-2,Field Msr/Obs,Water,12/17/03,Bottom,3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.747483,-64.7074,STORET-277783911,,,pH,8.14,None,,18:43.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20031219_04Q1STC13B-1_5907,Field Msr/Obs,Water,12/19/03,Surface,1.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-278567329,,,pH,8.25,None,,18:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20030325_03Q2STC13B-1,Field Msr/Obs,Water,3/25/03,Surface,15,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-277807821,,,pH,7.12,None,,11:27.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-28_20030617_03Q3STC28-13303,Field Msr/Obs,Water,6/17/03,Surface,2.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.713917,-64.884617,STORET-277841447,,,pH,7.86,None,,20:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-36_20031217_04Q1STC36-1,Field Msr/Obs,Water,12/17/03,Surface,7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.760283,-64.701033,STORET-277784031,,,pH,8.2,None,,18:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-22A_20030730_03Q4STC22-13441,Field Msr/Obs,Water,7/30/03,Surface,0.21,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67865,-64.7728,STORET-277841887,,,pH,8.22,None,,20:53.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20031219_04Q1STC17-1_5876,Field Msr/Obs,Water,12/19/03,Surface,10.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,STORET-278566820,,,pH,8.17,None,,18:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20031218_04Q1STC25-1_5849,Field Msr/Obs,Water,12/18/03,Surface,2.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-278566414,,,pH,8.16,None,,18:24.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-5_20031217_04Q1STC5-2,Field Msr/Obs,Water,12/17/03,Bottom,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-5,Green Cay Beach,17.761758,-64.666935,STORET-277784157,,,pH,8.22,None,,18:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030730_03Q4STC25-13450,Field Msr/Obs,Water,7/30/03,Surface,0.18,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277841920,,,pH,8.2,None,,20:55.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-37_20030613_03Q3STC37-13339,Field Msr/Obs,Water,6/13/03,Surface,8.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.755317,-64.700283,STORET-277841555,,,pH,7.26,None,,20:34.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-42_20030613_03Q3STC42-13357,Field Msr/Obs,Water,6/13/03,Surface,3.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.7476,-64.70335,STORET-277841609,,,pH,7.7,None,,20:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-1_20031217_04Q1STC1-2,Field Msr/Obs,Water,12/17/03,Bottom,2.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.753533,-64.695667,STORET-277784098,,,pH,8.19,None,,18:52.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-29_20030325_03Q2STC29-13153,Field Msr/Obs,Water,3/25/03,Surface,2.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.884433,STORET-277840994,,,pH,7.03,None,,20:03.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20030730_03Q4STC16-13420,Field Msr/Obs,Water,7/30/03,Surface,1.82,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,STORET-277841812,,,pH,8.21,None,,20:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-31_20030617_03Q3STC31-13315,Field Msr/Obs,Water,6/17/03,Surface,7.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76345,-64.834133,STORET-277841484,,,pH,7.84,None,,20:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14B_20031219_04Q1STC14B-1,Field Msr/Obs,Water,12/19/03,Surface,0.83,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.702633,-64.700667,STORET-277784447,,,pH,8.25,None,,19:07.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-32_20030325_03Q2STC32-13165,Field Msr/Obs,Water,3/25/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.773483,-64.811817,STORET-277841036,,,pH,7.03,None,,20:05.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33_20031218_04Q1STC33-2_5823,Field Msr/Obs,Water,12/18/03,Bottom,2.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33,Salt River Marina,17.775167,-64.761833,STORET-278565966,,,pH,8.03,None,,18:15.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20031219_04Q1STC13B-2,Field Msr/Obs,Water,12/19/03,Bottom,1.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-277784650,,,pH,8.25,None,,19:16.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20031218_04Q1STC25-2,Field Msr/Obs,Water,12/18/03,Bottom,2.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277784401,,,pH,8.15,None,,19:05.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-28_20031218_04Q1STC28-2_5841,Field Msr/Obs,Water,12/18/03,Bottom,2.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.713917,-64.884617,STORET-278566274,,,pH,8.21,None,,18:22.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20031218_04Q1STC27-1,Field Msr/Obs,Water,12/18/03,Surface,1.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,STORET-277784366,,,pH,8.23,None,,19:03.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33A_20031218_04Q1STC33A-2,Field Msr/Obs,Water,12/18/03,Bottom,1.76,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.779917,-64.7586,STORET-277784281,,,pH,8.22,None,,18:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-7_20030325_03Q2STC7-13219,Field Msr/Obs,Water,3/25/03,Surface,3.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.789817,-64.613667,STORET-277841195,,,pH,7.54,None,,20:15.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20031217_04Q1STC39-2_5783,Field Msr/Obs,Water,12/17/03,Bottom,3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,STORET-278565330,,,pH,8.19,None,,18:03.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-6_20030613_03Q3STC6-13381,Field Msr/Obs,Water,6/13/03,Surface,4.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.786645,-64.627925,STORET-277841681,,,pH,7.71,None,,20:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-37_20030613_03Q3STC37-1,Field Msr/Obs,Water,6/13/03,Surface,8.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.755317,-64.700283,STORET-277808544,,,pH,7.26,None,,12:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35A_20031217_04Q1STC35A-2,Field Msr/Obs,Water,12/17/03,Bottom,4.17,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35A,LBJ (Pump Station) Outfall,17.759567,-64.71495,STORET-277784048,,,pH,8.21,None,,18:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-40_20030728_03Q4STC40-1,Field Msr/Obs,Water,7/28/03,Surface,4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.748217,-64.698483,STORET-277809084,,,pH,8.17,None,,13:36.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-40_20031217_04Q1STC40-2,Field Msr/Obs,Water,12/17/03,Bottom,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.748217,-64.698483,STORET-277783864,,,pH,8.12,None,,18:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20030728_03Q4STC10-13396,Field Msr/Obs,Water,7/28/03,Surface,1.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,STORET-277841726,,,pH,8.53,None,,20:44.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-45_20030613_03Q3STC45-1,Field Msr/Obs,Water,6/13/03,Surface,3.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.750033,-64.705467,STORET-277808625,,,pH,7.67,None,,12:55.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030325_03Q2STC25-1,Field Msr/Obs,Water,3/25/03,Surface,3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277807947,,,pH,7.03,None,,11:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-48_20030325_03Q2STC48-1,Field Msr/Obs,Water,3/25/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.759467,-64.723917,STORET-277808158,,,pH,7.28,None,,12:13.0,STORET
