OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-13B_d,Sample-Routine,Water,9/10/09,,1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-54221360,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-11B,Sample-Routine,Water,9/10/09,,1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.74613,-64.5799,STORET-54221318,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:09.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0002Sur_FW_20091110_9:47,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0002,Inshore at Southgate,17.7647,-64.6726,STORET-61662001,,,"Depth, Secchi disk depth",6.5,m,,05:03.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0003Sur_FW_2009921_13:43,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0003,Inshore off Beauregard Bay,17.7574,-64.6864,STORET-61661527,,,"Depth, Secchi disk depth",4.6 B,m,,04:54.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_FW_2009921_12:47,Field Msr/Obs,Water,9/21/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61661505,,,"Depth, Secchi disk depth",3.4 B,m,,04:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-23_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.69451,-64.78231,STORET-54221521,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:12.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0007Sur_FW_20091110_8:59,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0007,"Offshore, North of Green Cay",17.7896,-64.66428,STORET-61662050,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:04.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0008Sur_FW_20091230_9:06,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0008,Christiansted Harbor,17.75379,-64.69835,STORET-61662486,,,"Depth, Secchi disk depth",4.6 B,m,,05:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-13A,Sample-Routine,Water,9/10/09,,1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,STORET-54221346,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0007Sur_FW_20091230_10:13,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0007,"Offshore, North of Green Cay",17.7896,-64.66428,STORET-61662474,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-28_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-54221638,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:13.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-18_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-54221465,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:11.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0003Sur_FW_20091019_11:17,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0003,Inshore off Beauregard Bay,17.7574,-64.6864,STORET-61661773,,,"Depth, Secchi disk depth",5.2 B,m,,04:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-25A_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.67643,-64.83788,STORET-54221560,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:12.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0005Sur_FW_2009921_15:11,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0005,South side of Buck Island Channel,17.7648,-64.6244,STORET-61661549,,,"Depth, Secchi disk depth",9.1 B,m,,04:55.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0007Sur_FW_20091019_11:55,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0007,"Offshore, North of Green Cay",17.7896,-64.66428,STORET-61661809,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:00.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0002Sur_FW_20091230_10:34,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0002,Inshore at Southgate,17.7647,-64.6726,STORET-61662420,,,"Depth, Secchi disk depth",7,m,,05:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-29_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-54221624,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:13.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0054Sur_FW_20091110_10:12,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0054,North of Beauregard Bay (EPA ORD Station),17.7697833,-64.68708333,STORET-61661979,,,"Depth, Secchi disk depth",4.5 B,m,,05:03.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-12,Sample-Routine,Water,9/10/09,,1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.74391,-64.60155,STORET-54221332,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:09.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0054Sur_FW_20091019_11:29,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0054,North of Beauregard Bay (EPA ORD Station),17.7697833,-64.68708333,STORET-61661740,,,"Depth, Secchi disk depth",5.2 B,m,,04:58.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0004Sur_FW_20091230_10:25,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0004,Inside reef off Buck Island,17.7825,-64.6228,STORET-61662444,,,"Depth, Secchi disk depth",4,m,,05:11.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0005Sur_FW_20091230_9:52,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0005,South side of Buck Island Channel,17.7648,-64.6244,STORET-61662456,,,"Depth, Secchi disk depth",3,m,,05:11.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0009Sur_FW_20091019_11:04,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0009,North of Christiansted Harbor,17.76917,-64.70104,STORET-61661831,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:00.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0007Sur_FW_2009921_14:42,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0007,"Offshore, North of Green Cay",17.7896,-64.66428,STORET-61661565,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,04:55.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_QW_2009921_12:54,Quality Control Field Replicate Msr/Obs,Water,9/21/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61661613,,,"Depth, Secchi disk depth",3.4 B,m,,04:56.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0004Sur_FW_2009921_15:01,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0004,Inside reef off Buck Island,17.7825,-64.6228,STORET-61661538,,,"Depth, Secchi disk depth",6.1 B,m,,04:55.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0002Sur_FW_20091019_13:09,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0002,Inshore at Southgate,17.7647,-64.6726,STORET-61661762,,,"Depth, Secchi disk depth",7.0 B,m,,04:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-26_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-54221574,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:12.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-24B_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.67998,-64.82256,STORET-54221546,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:12.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0054Sur_FW_20091230_9:32,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0054,North of Beauregard Bay (EPA ORD Station),17.7697833,-64.68708333,STORET-61662396,,,"Depth, Secchi disk depth",4.9 B,m,,05:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0002Sur_FW_2009921_13:30,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0002,Inshore at Southgate,17.7647,-64.6726,STORET-61661516,,,"Depth, Secchi disk depth",6.7 B,m,,04:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-22A_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-54221535,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:12.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0008Sur_FW_20091019_10:49,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0008,Christiansted Harbor,17.75379,-64.69835,STORET-61661820,,,"Depth, Secchi disk depth",5 B,m,,05:00.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0009Sur_FW_2009921_14:19,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0009,North of Christiansted Harbor,17.76917,-64.70104,STORET-61661587,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,04:56.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0005Sur_FW_20091019_12:41,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0005,South side of Buck Island Channel,17.7648,-64.6244,STORET-61661793,,,"Depth, Secchi disk depth",9.1 B,m,,04:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-16_b,Field Msr/Obs,Water,9/10/09,,2.5,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-54221436,,,"Depth, Secchi disk depth",2.5,m,,02:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-15_b,Field Msr/Obs,Water,9/10/09,,2.5,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,STORET-54221402,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0009Sur_FW_20091110_10:24,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0009,North of Christiansted Harbor,17.76917,-64.70104,STORET-61662072,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:05.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-OFF2_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF2,STC-OFF2,17.65793,-64.80621,STORET-54221304,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:09.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_QW_20091110_9:26,Quality Control Field Replicate Msr/Obs,Water,11/10/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61662117,,,"Depth, Secchi disk depth",3.0 B,m,,05:05.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_FW_20091019_12:55,Field Msr/Obs,Water,10/19/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61661751,,,"Depth, Secchi disk depth",3.4 B,m,,04:59.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0004Sur_FW_20091110_8:31,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0004,Inside reef off Buck Island,17.7825,-64.6228,STORET-61662023,,,"Depth, Secchi disk depth",7.9 B,m,,05:04.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0042Sur_FW_20091019_11:45,Field Msr/Obs,Water,10/19/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STC-0042,North of Shoys Beach (EPA ORD Station),17.7744333,-64.67326667,STORET-61661729,,,"Depth, Secchi disk depth",6.1 B,m,,04:58.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0003Sur_FW_20091110_10:45,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0003,Inshore off Beauregard Bay,17.7574,-64.6864,STORET-61662012,,,"Depth, Secchi disk depth",4.0 B,m,,05:03.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0009Sur_FW_20091230_9:18,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0009,North of Christiansted Harbor,17.76917,-64.70104,STORET-61662498,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:12.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-18_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-54221464,Not Reported,,"Depth, Secchi disk depth",,,,02:11.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0026Sur_FW_20091110_9:12,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0026,North of Green Cay (EPA ORD Station),17.7750833,-64.66308333,STORET-61661957,,,"Depth, Secchi disk depth",8.0 B,m,,05:02.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0007Sur_QW_20091110_8:59,Quality Control Field Replicate Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0007,"Offshore, North of Green Cay",17.7896,-64.66428,STORET-61662093,Present Above Quantification Limit,,"Depth, Secchi disk depth",,,,05:05.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_FW_20091230_10:43,Field Msr/Obs,Water,12/30/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61662408,,,"Depth, Secchi disk depth",3,m,,05:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0042Sur_FW_20091110_10:00,Field Msr/Obs,Water,11/10/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STC-0042,North of Shoys Beach (EPA ORD Station),17.7744333,-64.67326667,STORET-61661968,,,"Depth, Secchi disk depth",8.0 B,m,,05:03.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0001Sur_FW_20091110_9:26,Field Msr/Obs,Water,11/10/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STCR-0001,Inshore off Green Cay Beach,17.763,-64.6628,STORET-61661990,,,"Depth, Secchi disk depth",3.0 B,m,,05:03.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0054Sur_FW_2009921_12:18,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0054,North of Beauregard Bay (EPA ORD Station),17.7697833,-64.68708333,STORET-61661494,,,"Depth, Secchi disk depth",5.2 B,m,,04:54.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0042Sur_FW_2009921_12:02,Field Msr/Obs,Water,9/21/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STC-0042,North of Shoys Beach (EPA ORD Station),17.7744333,-64.67326667,STORET-61661483,,,"Depth, Secchi disk depth",5.8 B,m,,04:53.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-20_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-54221479,,,"Depth, Secchi disk depth",2.5,m,,02:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-15,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,STORET-54221388,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0026Sur_QW_20091019_12:13,Quality Control Field Replicate Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0026,North of Green Cay (EPA ORD Station),17.7750833,-64.66308333,STORET-61661858,,,"Depth, Secchi disk depth",8.0 B,m,,05:00.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0008Sur_FW_2009921_14:04,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0008,Christiansted Harbor,17.75379,-64.69835,STORET-61661576,,,"Depth, Secchi disk depth",7 B,m,,04:55.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0008Sur_FW_20091110_10:37,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0008,Christiansted Harbor,17.75379,-64.69835,STORET-61662061,,,"Depth, Secchi disk depth",5.5,m,,05:04.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-1909-09-10-STC-19_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.69438,-64.76388,STORET-54221493,,,"Depth, Secchi disk depth",3.5,m,,02:11.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0042Sur_FW_20091230_10:00,Field Msr/Obs,Water,12/30/09,,0.5,EPABEACH;USVI_Cadmus,Project EPABEACH (system generated);USVI TMDL Monitoring,CADMUS-STC-0042,North of Shoys Beach (EPA ORD Station),17.7744333,-64.67326667,STORET-61662384,,,"Depth, Secchi disk depth",6,m,,05:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-14B_b,Field Msr/Obs,Water,9/10/09,,2,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.70323,-64.69811,STORET-54221374,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0026Sur_FW_20091019_12:12,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0026,North of Green Cay (EPA ORD Station),17.7750833,-64.66308333,STORET-61661718,,,"Depth, Secchi disk depth",8.0 B,m,,04:58.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0004Sur_FW_20091019_12:31,Field Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0004,Inside reef off Buck Island,17.7825,-64.6228,STORET-61661783,,,"Depth, Secchi disk depth",8.2 B,m,,04:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-30_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-54221610,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:13.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-15A_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-54221419,Detected Not Quantified,,"Depth, Secchi disk depth",,,,02:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0003Sur_FW_20091230_9:42,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0003,Inshore off Beauregard Bay,17.7574,-64.6864,STORET-61662432,,,"Depth, Secchi disk depth",2,m,,05:10.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0026Sur_FW_20091230_10:05,Field Msr/Obs,Water,12/30/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0026,North of Green Cay (EPA ORD Station),17.7750833,-64.66308333,STORET-61662372,,,"Depth, Secchi disk depth",6,m,,05:09.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STCR-0005Sur_FW_20091110_8:42,Field Msr/Obs,Water,11/10/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STCR-0005,South side of Buck Island Channel,17.7648,-64.6244,STORET-61662034,,,"Depth, Secchi disk depth",7.9 B,m,,05:04.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0054Sur_QW_20091019_11:30,Quality Control Field Replicate Msr/Obs,Water,10/19/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0054,North of Beauregard Bay (EPA ORD Station),17.7697833,-64.68708333,STORET-61661852,,,"Depth, Secchi disk depth",5.2 B,m,,05:00.0,STORET
The Cadmus Group (Massachusetts) (Volunteer),CADMUS-STC-0026Sur_FW_2009921_11:29,Field Msr/Obs,Water,9/21/09,,0.5,USVI_Cadmus,USVI TMDL Monitoring,CADMUS-STC-0026,North of Green Cay (EPA ORD Station),17.7750833,-64.66308333,STORET-61661472,,,"Depth, Secchi disk depth",5.6,m,,04:53.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2009-09-10-STC-17_d,Field Msr/Obs,Water,9/10/09,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.75402,STORET-54221450,,,"Depth, Secchi disk depth",2,m,,02:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-45_d,Field Msr/Obs,Water,10/27/10,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-110215224,Detected Not Quantified,,"Depth, Secchi disk depth",,,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-44_d,Field Msr/Obs,Water,7/13/10,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-103762729,Detected Not Quantified,,"Depth, Secchi disk depth",,,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-15_d,Field Msr/Obs,Water,7/28/10,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,STORET-103830930,Detected Not Quantified,,"Depth, Secchi disk depth",,,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-2_d,Field Msr/Obs,Water,10/27/10,,,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-110215286,,,"Depth, Secchi disk depth",1,m,,40:50.0,STORET
