OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-509881335,,,Phosphorus,0.04,mg/l,,11:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-509883427,,,Phosphorus,0.018,mg/l,,14:30.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20151202_SR_KB_0.5,Sample-Routine,Water,12/2/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-525304736,,,Phosphorus,0.031,mg/l,,11:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20150720_SR_KB,Sample-Routine,Water,7/20/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-509880739,,,Phosphorus,0.034,mg/l,,11:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-509881204,,,Phosphorus,0.037,mg/l,,11:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-509880883,,,Phosphorus,0.04,mg/l,,11:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-509883578,,,Phosphorus,0.014,mg/l,,14:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20150721_SR_KB,Sample-Routine,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-509881583,,,Phosphorus,0.032,mg/l,,12:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-509883444,,,Phosphorus,0.044,mg/l,,14:31.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20150923_QC_KB_0.5_FR,Quality Control Sample-Field Replicate,Water,9/23/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-495273186,,,Phosphorus,0.042,mg/l,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-509883208,,,Phosphorus,0.017,mg/l,,14:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-509881220,,,Phosphorus,0.04,mg/l,,11:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-525304928,,,Phosphorus,0.03,mg/l,,11:45.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20150218_SR_KB,Sample-Routine,Water,2/18/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-509883933,,,Phosphorus,0.025,mg/l,,15:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-509880899,,,Phosphorus,0.038,mg/l,,11:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20150923_SR_KB_0.5_SR,Sample-Routine,Water,9/23/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-495273106,,,Phosphorus,0.04,mg/l,,03:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-509881284,,,Phosphorus,0.035,mg/l,,11:56.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-509883158,,,Phosphorus,0.021,mg/l,,14:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-509881268,,,Phosphorus,0.038,mg/l,,11:55.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20150923_SR_KB_0.5_SR,Sample-Routine,Water,9/23/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-495273190,,,Phosphorus,0.038,mg/l,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-525304784,,,Phosphorus,0.035,mg/l,,11:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2015-09-24-STC-OFF11_phos,Sample-Routine,Water,9/24/15,,1,AMSTSJ;EPABEACH,Ambient St Thomas and St John;EPA Beach,USVIST_WQX-STC-OFF11,STC-OFF11,17.66099,-64.92943,STORET-562966178,,,Phosphorus,<0.05,mg/l,,23:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20150924_SR_KB_0.5_SR,Sample-Routine,Water,9/24/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-495273547,,,Phosphorus,0.039,mg/l,,03:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-525305089,,,Phosphorus,0.035,mg/l,,11:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20151208_QC_FR_0.6,Quality Control Sample-Field Replicate,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-525305121,,,Phosphorus,0.034,mg/l,,11:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20150721_SR_KB,Sample-Routine,Water,7/21/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-509881567,,,Phosphorus,0.016,mg/l,,12:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-509883191,,,Phosphorus,0.025,mg/l,,14:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-509883225,,,Phosphorus,0.029,mg/l,,14:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20150922_SR_KB_0.5_SR,Sample-Routine,Water,9/22/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-495273010,,,Phosphorus,0.038,mg/l,,03:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-525305041,,,Phosphorus,0.032,mg/l,,11:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-509880996,,,Phosphorus,0.04,mg/l,,11:39.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-509883714,,,Phosphorus,0.024,mg/l,,14:47.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20150922_SR_KB_0.5_SR,Sample-Routine,Water,9/22/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-495273042,,,Phosphorus,0.041,mg/l,,03:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-525305141,,,Phosphorus,0.032,mg/l,,11:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20151201_SR_KB_0.5,Sample-Routine,Water,12/1/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-525305413,,,Phosphorus,0.036,mg/l,,11:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20150225_QC_KB,Quality Control Sample-Field Blank,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-509883280,,,Phosphorus,<0.01,mg/l,,14:16.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2015-09-23-STC-OFF8_phos,Sample-Routine,Water,9/23/15,,1,AMSTSJ;EPABEACH,Ambient St Thomas and St John;EPA Beach,USVIST_WQX-STC-OFF8,STC-OFF8,17.65677,-64.85022,STORET-562966143,,,Phosphorus,<0.05,mg/l,,23:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20150922_SR_KB_0.5,Sample-Routine,Water,9/22/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-495272943,,,Phosphorus,0.038,mg/l,,03:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20151201_SR_KB_0.5,Sample-Routine,Water,12/1/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-525305349,,,Phosphorus,0.057,mg/l,,11:58.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20150922_SR_KB_0.5,Sample-Routine,Water,9/22/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-495272782,,,Phosphorus,0.037,mg/l,,02:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20150721_SR_KB,Sample-Routine,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-509881435,,,Phosphorus,0.036,mg/l,,12:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20150218_SR_KB,Sample-Routine,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-509883799,,,Phosphorus,0.022,mg/l,,14:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-509881028,,,Phosphorus,0.037,mg/l,,11:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20151201_SR_KB_0.5,Sample-Routine,Water,12/1/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-525305461,,,Phosphorus,0.032,mg/l,,12:01.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2015-09-23-STC-OFF13_phos,Sample-Routine,Water,9/23/15,,1,AMSTSJ;EPABEACH,Ambient St Thomas and St John;EPA Beach,USVIST_WQX-STC-OFF13,STC-OFF13,17.7584,-64.54338,STORET-562966113,,,Phosphorus,<0.05,mg/l,,23:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20151215_SR_KB_0.5,Sample-Routine,Water,12/15/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-525305599,,,Phosphorus,0.046,mg/l,,12:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20151202_SR_KB_0.5,Sample-Routine,Water,12/2/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-525305577,,,Phosphorus,0.033,mg/l,,12:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-525305172,,,Phosphorus,0.033,mg/l,,11:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-509883561,,,Phosphorus,0.019,mg/l,,14:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20150924_SR_KB_0.5_SR,Sample-Routine,Water,9/24/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-495273511,,,Phosphorus,0.033,mg/l,,03:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20150923_SR_KB_0.5_SR,Sample-Routine,Water,9/23/15,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-495273138,,,Phosphorus,0.029,mg/l,,03:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20151208_QC_KB_0.5,Quality Control Sample-Field Replicate,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-525304828,,,Phosphorus,0.034,mg/l,,11:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20150226_SR_KB,Sample-Routine,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-509883782,,,Phosphorus,0.027,mg/l,,14:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20151202_SR_KB_0.5,Sample-Routine,Water,12/2/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-525305302,,,Phosphorus,0.032,mg/l,,11:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20150319_SR_KB,Sample-Routine,Water,3/19/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-509883299,,,Phosphorus,0.051,mg/l,,14:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-509881108,,,Phosphorus,0.036,mg/l,,11:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20151208_QC_KB_0.5,Quality Control Sample-Field Blank,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-525305117,,,Phosphorus,<0.01,mg/l,,11:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20151202_SR_KB_0.5,Sample-Routine,Water,12/2/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-525305286,,,Phosphorus,0.031,mg/l,,11:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-509883865,,,Phosphorus,0.02,mg/l,,14:58.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20150225_SR_KB,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-509884037,,,Phosphorus,0.025,mg/l,,15:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20150721_SR_KB,Sample-Routine,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-509881451,,,Phosphorus,0.034,mg/l,,12:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20150225_SR_KB_R,Sample-Routine,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-509884108,,,Phosphorus,0.026,mg/l,,15:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20150721_SR_KB,Sample-Routine,Water,7/21/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-509881499,,,Phosphorus,0.03,mg/l,,12:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20150720_SR_KB,Sample-Routine,Water,7/20/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-509881367,,,Phosphorus,0.04,mg/l,,12:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20151208_SR_KB_0.5,Sample-Routine,Water,12/8/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-525305057,,,Phosphorus,0.035,mg/l,,11:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20150218_SR_KB,Sample-Routine,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-509883916,,,Phosphorus,0.025,mg/l,,15:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20151201_SR_KB_0.5,Sample-Routine,Water,12/1/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-525305397,,,Phosphorus,0.039,mg/l,,11:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20150924_SR_KB_0.5_SR,Sample-Routine,Water,9/24/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-495273366,,,Phosphorus,0.04,mg/l,,03:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20150726_SR_KB,Sample-Routine,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-509881044,,,Phosphorus,0.039,mg/l,,11:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20150922_SR_KB_0.5_SR,Sample-Routine,Water,9/22/15,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-495273074,,,Phosphorus,0.04,mg/l,,03:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9_20150720_SR_KB,Sample-Routine,Water,7/20/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-509881680,,,Phosphorus,0.033,mg/l,,12:23.0,STORET
